SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
532406,AVANTEL LTD ,X ,Q,182.05,194.50,179.60,183.90,193.50,182.05,49,1694,314483.00,,INE005B01019,15-Apr-20,,
532407,MOSCHIP     ,XT,Q,7.75,7.75,7.22,7.47,7.46,7.59,42,10901,80250.00,,INE935B01025,15-Apr-20,,
532408,MEGASOFT LTD,B ,Q,6.10,6.40,6.10,6.32,6.20,6.20,15,1134,7245.00,,INE933B01012,15-Apr-20,,
532410,TRANSCORP IN,X ,Q,9.30,10.20,8.51,10.00,10.00,9.30,15,613,5804.00,,INE330E01023,15-Apr-20,,
532413,CEREBRA INTE,T ,Q,22.60,22.65,22.60,22.65,22.65,21.60,7,1060,23994.00,,INE345B01019,15-Apr-20,,
532416,MID-DAY MULT,B ,Q,8.90,8.90,8.41,8.41,8.41,8.85,2,2,17.00,,INE747B01016,15-Apr-20,,
532419,SMARTLINK   ,B ,Q,72.35,72.35,66.25,69.50,69.50,67.70,35,125,8614.00,,INE178C01020,15-Apr-20,,
532424,GODREJ CONS ,A ,Q,574.70,598.85,562.75,571.65,570.10,557.25,3753,61018,35284856.00,,INE102D01028,15-Apr-20,,
532430,BF UTILI    ,B ,Q,156.70,161.50,155.25,159.70,159.70,153.85,768,27204,4341772.00,,INE243D01012,15-Apr-20,,
532432,UNITD SPR   ,B ,Q,575.00,581.30,546.85,561.85,565.30,571.65,10469,139782,78436035.00,,INE854D01024,15-Apr-20,,
532435,SANINFRA    ,X ,Q,64.30,65.30,64.30,65.30,65.30,64.30,10,54,3513.00,,INE799C01023,15-Apr-20,,
532439,OLECTRA     ,B ,Q,65.40,65.40,65.40,65.40,65.40,62.30,4,40,2616.00,,INE260D01016,15-Apr-20,,
532440,MPS LTD     ,B ,Q,273.00,273.00,268.25,273.00,273.00,260.00,43,2536,691961.00,,INE943D01017,15-Apr-20,,
532443,CERA SANITAR,A ,Q,2241.30,2293.50,2241.30,2274.80,2279.00,2232.25,59,152,343963.00,,INE739E01017,15-Apr-20,,
532444,T. SPIRITUAL,X ,Q,0.52,0.52,0.52,0.52,0.52,0.50,2,1151,598.00,,INE541C01037,15-Apr-20,,
532454,BHARTI ARTL ,A ,Q,530.00,536.00,505.10,509.95,510.25,511.75,20038,816687,427864050.00,,INE397D01024,15-Apr-20,,
532455,SHALIMAR WIR,X ,Q,4.20,4.20,4.10,4.20,4.20,4.20,8,335,1397.00,,INE655D01025,15-Apr-20,,
532459,FAZE3AUTO   ,X ,Q,12.20,13.00,12.20,12.30,12.30,12.80,4,265,3324.00,,INE207D01017,15-Apr-20,,
532460,PONNI SUG(ER,B ,Q,124.00,124.00,123.25,123.25,123.25,133.00,12,124,15320.00,,INE838E01017,15-Apr-20,,
532461,PUNJAB NATIO,A ,Q,32.00,32.60,30.65,31.20,31.20,31.35,6708,893211,28418942.00,,INE160A01022,15-Apr-20,,
532466,ORACLE FIN  ,A ,Q,2290.00,2290.00,2160.80,2241.70,2251.35,2188.45,313,919,2056916.00,,INE881D01027,15-Apr-20,,
532467,HAZ MUL PRO ,X ,Q,0.60,0.60,0.57,0.57,0.57,0.59,3,3500,2040.00,,INE550F01023,15-Apr-20,,
532468,KAMAHOLDING ,B ,Q,4000.30,4200.00,4000.00,4029.55,4022.25,4168.90,22,105,427535.00,,INE411F01010,15-Apr-20,,
532475,APTECH LTD  ,B ,Q,77.10,81.90,77.00,79.45,79.45,75.65,1395,55347,4413834.00,,INE266F01018,15-Apr-20,,
532477,UNION BANK L,A ,Q,28.00,29.55,28.00,28.95,28.90,28.45,717,178316,5160587.00,,INE692A01016,15-Apr-20,,
532478,UNITED BREWA,A ,Q,979.00,979.00,906.30,913.90,914.10,949.55,941,15352,14335079.00,,INE686F01025,15-Apr-20,,
532479,ISMT LTD    ,B ,Q,3.12,3.15,2.90,2.95,3.02,3.12,20,2346,7210.00,,INE732F01019,15-Apr-20,,
532481,NOIDA-TOLL B,B ,Q,3.26,3.51,3.26,3.35,3.35,3.35,17,5195,17246.00,,INE781B01015,15-Apr-20,,
532482,GRANULES (I),A ,Q,172.50,177.70,165.05,167.85,167.85,171.70,3313,172087,29588245.00,,INE101D01020,15-Apr-20,,
532483,CANARA BANK ,A ,Q,89.50,92.05,85.90,86.35,86.60,88.20,5677,1792914,161365761.00,,INE476A01014,15-Apr-20,,
532485,BALMER LA.IN,B ,Q,315.00,334.00,296.35,324.35,323.00,312.50,658,26254,8367907.00,,INE525F01017,15-Apr-20,,
532488,DIVI'S LAB. ,A ,Q,2355.00,2417.75,2329.00,2393.10,2378.75,2340.85,2381,25117,59904021.00,,INE361B01024,15-Apr-20,,
532493,ASTRA MICRO ,B ,Q,68.00,74.70,67.00,71.00,73.35,67.95,898,27316,1965571.00,,INE386C01029,15-Apr-20,,
532497,RADICOKHAIT ,A ,Q,324.00,324.00,301.55,306.60,307.75,313.15,3282,74426,23077559.00,,INE944F01028,15-Apr-20,,
532498,SHRMCITYUN  ,A ,Q,735.00,779.85,731.00,757.65,748.00,787.85,74,592,445146.00,,INE722A01011,15-Apr-20,,
532500,MARUTISUZUK ,A ,Q,5293.00,5355.75,5045.05,5095.40,5095.40,5283.00,12280,76185,396974335.00,,INE585B01010,15-Apr-20,,
532503,RAJAPAMILLS ,X ,Q,494.00,520.00,492.25,506.05,519.95,492.10,155,4162,2095292.00,,INE296E01026,15-Apr-20,,
532504,NAVIN FLUORI,A ,Q,1476.10,1509.35,1370.00,1400.00,1393.00,1454.85,2617,74989,106084398.00,,INE048G01026,15-Apr-20,,
532505,UCOBANK     ,A ,Q,9.13,9.41,9.13,9.36,9.33,9.12,3941,70062,653402.00,,INE691A01018,15-Apr-20,,
532507,BAG FIL MED ,T ,Q,1.85,1.90,1.76,1.86,1.86,1.84,42,22838,41804.00,,INE116D01028,15-Apr-20,,
532508,JSL         ,B ,Q,28.40,29.30,27.85,28.15,27.90,28.30,250,23428,671444.00,,INE220G01021,15-Apr-20,,
532509,SUPRAJIT ENG,A ,Q,122.00,126.30,120.00,120.00,120.00,124.25,711,4363,530771.00,,INE399C01030,15-Apr-20,,
532513,TVSELE      ,B ,Q,73.00,73.35,73.00,73.35,73.35,69.90,47,2238,164047.00,,INE236G01019,15-Apr-20,,
532514,INDRA GAS   ,A ,Q,467.00,467.00,447.00,453.45,454.00,459.70,2953,89769,40648394.00,,INE203G01027,15-Apr-20,,
532515,TV TODAY    ,B ,Q,205.10,208.60,194.00,196.50,196.50,203.20,194,2298,462528.00,,INE038F01029,15-Apr-20,,
532521,PALRED      ,B ,Q,12.07,12.07,12.07,12.07,12.07,11.51,2,3,36.00,,INE218G01033,15-Apr-20,,
532522,PETRONET LNG,A ,Q,218.50,222.50,208.90,210.05,210.05,218.50,2287,136448,29402703.00,,INE347G01014,15-Apr-20,,
532523,BIOCON LTD. ,A ,Q,352.20,352.65,330.25,336.90,336.90,340.40,10117,338092,115834539.00,,INE376G01013,15-Apr-20,,
532524,PTC INDIA   ,A ,Q,43.00,43.75,41.15,42.05,42.05,41.80,1187,156864,6755369.00,,INE877F01012,15-Apr-20,,
532525,BANK MAHA   ,B ,Q,9.75,9.75,9.01,9.09,9.12,9.05,150,30960,283200.00,,INE457A01014,15-Apr-20,,
532527,RK FORGINGS ,B ,Q,193.00,201.20,193.00,195.05,195.00,191.65,58,2725,543322.00,,INE399G01015,15-Apr-20,,
532528,DATAM GLOB  ,B ,Q,44.30,44.95,44.30,44.95,44.95,42.85,17,1109,49813.00,,INE365B01017,15-Apr-20,,
532529,NDTV        ,B ,Q,25.60,25.95,25.10,25.10,25.10,25.10,44,11001,280339.00,,INE155G01029,15-Apr-20,,
532531,STAR        ,A ,Q,358.00,361.05,330.40,337.25,337.25,343.90,3126,120738,42237080.00,,INE939A01011,15-Apr-20,,
532532,JAIPRA      ,A ,Q,1.47,1.47,1.37,1.41,1.42,1.40,862,2772357,3988039.00,,INE455F01025,15-Apr-20,,
532538,ULTRATECH CM,A ,Q,3600.00,3673.65,3528.20,3598.15,3598.15,3463.85,2752,15320,55269833.00,,INE481G01011,15-Apr-20,,
532539,MINDA IND   ,A ,Q,250.00,250.05,238.80,242.05,245.40,246.95,1126,9575,2339299.00,,INE405E01023,15-Apr-20,,
532540,TCS LTD.    ,A ,Q,1770.00,1812.25,1728.90,1734.45,1734.45,1758.40,10002,150148,266311410.00,,INE467B01029,15-Apr-20,,
532541,NIITTECH    ,A ,Q,1170.60,1170.60,1073.20,1092.90,1093.95,1073.65,2258,52434,57482591.00,,INE591G01017,15-Apr-20,,
532543,GULFPETRO   ,B ,Q,33.00,36.10,33.00,35.85,35.85,32.80,134,3035,105347.00,,INE586G01017,15-Apr-20,,
532548,CENTURYPLY  ,A ,Q,109.30,113.30,108.15,110.75,110.40,107.10,581,11140,1229603.00,,INE348B01021,15-Apr-20,,
532553,WELENT      ,B ,Q,48.30,50.10,47.50,49.90,50.10,47.75,320,25096,1240537.00,,INE625G01013,15-Apr-20,,
532555,NTPC LTD    ,A ,Q,89.00,94.10,88.65,89.90,89.90,88.65,3707,494279,45270133.00,,INE733E01010,15-Apr-20,,
532604,SALSTEEL    ,B ,Q,1.75,1.85,1.75,1.85,1.85,1.77,66,3879,6876.00,,INE658G01014,15-Apr-20,,
532605,JBM AUTO    ,B ,Q,142.00,146.40,136.25,143.00,143.00,140.00,186,2543,363029.00,,INE927D01028,15-Apr-20,,
532610,DWAR SUGAR  ,B ,Q,20.00,20.55,19.05,19.50,19.30,20.05,1193,91355,1803852.00,,INE366A01041,15-Apr-20,,
532612,INDOCO REM  ,B ,Q,252.00,258.75,238.25,241.45,241.45,248.60,861,8094,2025902.00,,INE873D01024,15-Apr-20,,
532613,VIPCLOTHNG  ,B ,Q,5.70,5.75,5.70,5.75,5.75,5.48,35,9053,51979.00,,INE450G01024,15-Apr-20,,
532616,XCHANGING   ,B ,Q,35.85,36.00,34.20,35.80,35.80,35.05,20,528,18824.00,,INE692G01013,15-Apr-20,,
532617,JETAIRWAYS  ,Z ,Q,18.76,18.76,18.76,18.76,18.76,17.87,71,7160,134321.00,,INE802G01018,15-Apr-20,,
532622,GATEWAY DIST,A ,Q,89.90,91.55,89.15,89.65,89.30,88.05,61,1056,95087.00,,INE852F01015,15-Apr-20,,
532624,JINDALPH    ,B ,Q,14.95,15.39,12.80,14.21,14.21,14.05,340,4689,68472.00,,INE796G01012,15-Apr-20,,
532626,PONDY OXIDES,X ,Q,164.40,166.85,157.00,160.40,160.00,158.55,144,3693,594266.00,,INE063E01046,15-Apr-20,,
532627,JPPOWER     ,T ,Q,0.88,0.88,0.80,0.80,0.80,0.84,425,3007719,2443249.00,,INE351F01018,15-Apr-20,,
532628,3I INFOTECH ,B ,Q,1.28,1.35,1.18,1.22,1.22,1.26,2705,1512049,1913401.00,,INE748C01020,15-Apr-20,,
532629,MCNALLYB    ,T ,Q,2.57,2.57,2.42,2.42,2.42,2.45,5,2202,5618.00,,INE748A01016,15-Apr-20,,
532630,GOKALDAS    ,B ,Q,36.50,38.50,35.40,35.95,35.40,35.40,250,11500,423141.00,,INE887G01027,15-Apr-20,,
532636,IIFL        ,A ,Q,85.15,86.30,81.35,84.95,84.55,84.80,950,11590,982932.00,,INE530B01024,15-Apr-20,,
532637,MAN DRUGORG ,T ,Q,42.50,42.50,42.50,42.50,42.50,40.50,4,235,9987.00,,INE584F01014,15-Apr-20,,
532638,SHOPPER STOP,A ,Q,233.75,233.75,195.05,198.00,199.05,195.50,137,1674,335122.00,,INE498B01024,15-Apr-20,,
532641,NDL         ,B ,Q,15.90,15.90,14.15,14.60,14.30,14.80,79,6996,102218.00,,INE875G01030,15-Apr-20,,
532642,JSWHL       ,B ,Q,1568.80,1600.00,1461.40,1574.95,1566.35,1522.80,30,84,132048.00,,INE824G01012,15-Apr-20,,
532644,JK CEMENT   ,A ,Q,971.05,1100.00,971.05,1078.00,1085.00,1046.15,644,4214,4563102.00,,INE823G01014,15-Apr-20,,
532645,BEEYU OVERSE,X ,Q,0.35,0.35,0.35,0.35,0.35,0.34,8,4609,1613.00,,INE052B01011,15-Apr-20,,
532646,UNIPLY IND  ,B ,Q,5.93,5.93,5.93,5.93,5.93,5.65,5,1258,7459.00,,INE950G01023,15-Apr-20,,
532648,YES BANK    ,A ,Q,24.45,25.95,23.80,24.50,24.50,24.10,45720,2910205,72457847.00,,INE528G01035,15-Apr-20,,
532649,NECTAR LIFE ,B ,Q,16.30,16.60,15.35,15.41,15.41,15.23,514,52128,827890.00,,INE023H01027,15-Apr-20,,
532650,MSP STEEL   ,T ,Q,3.70,3.70,3.70,3.70,3.70,3.88,1,50,185.00,,INE752G01015,15-Apr-20,,
532651,SPL INDS    ,B ,Q,21.40,21.50,21.00,21.00,21.00,20.90,45,1792,38218.00,,INE978G01016,15-Apr-20,,
532652,KARNATAKA BK,A ,Q,43.05,45.00,43.05,44.00,44.15,43.90,470,49967,2214300.00,,INE614B01018,15-Apr-20,,
532654,MCLEOD RUSSE,B ,Q,2.88,2.88,2.88,2.88,2.88,2.75,13,22476,64730.00,,INE942G01012,15-Apr-20,,
532656,FACOR ALLOYS,X ,Q,1.06,1.21,1.06,1.19,1.15,1.12,51,44849,52851.00,,INE828G01013,15-Apr-20,,
532659,IDFC        ,A ,Q,16.19,16.19,15.20,15.44,15.44,15.42,17495,296007,4637838.00,,INE043D01016,15-Apr-20,,
532660,VIVIMED LABS,B ,Q,14.30,14.83,14.30,14.83,14.83,13.49,408,91046,1347958.00,,INE526G01021,15-Apr-20,,
532661,RANE MADRAS ,B ,Q,161.05,181.45,161.05,178.10,178.10,171.00,49,395,70214.00,,INE050H01012,15-Apr-20,,
532662,HT MEDIA    ,B ,Q,11.00,11.58,10.71,10.79,10.71,10.45,95,16203,178067.00,,INE501G01024,15-Apr-20,,
532663,SASKEN      ,B ,Q,425.00,468.00,425.00,451.35,451.55,421.45,260,2002,894048.00,,INE231F01020,15-Apr-20,,
532666,FCS SOFTWARE,B ,Q,0.21,0.23,0.21,0.22,0.22,0.22,71,413738,90812.00,,INE512B01022,15-Apr-20,,
532667,SUZLONENERGY,A ,Q,2.77,2.79,2.68,2.79,2.79,2.66,1131,5140561,14270207.00,,INE040H01021,15-Apr-20,,
532668,AURIONPRO SO,B ,Q,41.05,49.00,40.80,45.00,47.20,44.00,397,6211,272188.00,,INE132H01018,15-Apr-20,,
532670,RENUKA SUGAR,B ,Q,5.32,5.54,5.24,5.24,5.24,5.51,5846,248899,1308683.00,,INE087H01022,15-Apr-20,,
532673,KM SUGARMILL,B ,Q,7.44,7.59,7.00,7.30,7.30,7.21,35,8502,62173.00,,INE157H01023,15-Apr-20,,
532674,BANNARI AMMA,B ,Q,87.05,95.85,84.15,84.15,84.15,83.50,16,1753,156317.00,,INE186H01014,15-Apr-20,,
532678,BOMBAY RAYON,B ,Q,3.44,3.60,3.20,3.60,3.60,3.00,224,25185,88711.00,,INE589G01011,15-Apr-20,,
532679,SORILINFRA  ,B ,Q,40.60,42.20,40.20,42.20,42.20,40.20,226,3443,143757.00,,INE034H01016,15-Apr-20,,
532683,AIAENGINEER ,A ,Q,1459.45,1490.60,1410.40,1422.05,1425.75,1419.35,1102,5583,8156096.00,,INE212H01026,15-Apr-20,,
532684,EVEREST KANT,B ,Q,15.20,15.22,15.20,15.22,15.22,14.50,12,1932,29402.00,,INE184H01027,15-Apr-20,,
532687,REPRO INDIA ,B ,Q,391.95,448.95,322.20,409.05,421.70,400.00,49,1132,376389.00,,INE461B01014,15-Apr-20,,
532689,PVR LTD     ,A ,Q,999.95,1107.05,978.90,1080.55,1100.50,1006.45,5053,67402,70118191.00,,INE191H01014,15-Apr-20,,
532692,RADHA MADHAV,T ,Q,3.74,3.74,3.57,3.74,3.74,3.57,6,6033,22240.00,,INE172H01014,15-Apr-20,,
532693,PUNJ LLOYD  ,Z ,Q,0.85,0.91,0.83,0.90,0.90,0.87,50,92316,81295.00,,INE701B01021,15-Apr-20,,
532695,CELEBRITYFAS,B ,Q,4.50,4.50,4.05,4.15,4.25,4.31,19,470,1931.00,,INE185H01016,15-Apr-20,,
532696,EDUCOMP SOLN,Z ,Q,1.20,1.20,1.20,1.20,1.20,1.15,3,470,564.00,,INE216H01027,15-Apr-20,,
532698,NITINSPINNER,B ,Q,33.00,35.00,32.00,33.10,33.10,32.10,107,2169,71634.00,,INE229H01012,15-Apr-20,,
532699,ROYALORCH   ,B ,Q,44.85,52.20,41.75,48.30,48.30,45.80,462,27085,1285682.00,,INE283H01019,15-Apr-20,,
532701,CELLA       ,Z ,Q,3.28,3.28,3.28,3.28,3.28,3.28,2,400,1312.00,,INE266H01014,15-Apr-20,,
532702,GUJ PETRONET,A ,Q,186.35,203.00,186.35,200.55,200.55,185.65,1543,28562,5640253.00,,INE246F01010,15-Apr-20,,
532705,JAGRAN PRAK ,A ,Q,47.00,48.20,46.50,47.25,47.60,46.30,330,9692,457469.00,,INE199G01027,15-Apr-20,,
532706,INOX LEISURE,A ,Q,219.40,233.00,215.35,229.15,230.10,217.60,2705,40127,9065548.00,,INE312H01016,15-Apr-20,,
532707,DYNEMIC PRO ,B ,Q,116.85,118.35,114.15,117.05,118.10,115.45,45,390,45824.00,,INE256H01015,15-Apr-20,,
532708,GVK POWERINF,B ,Q,3.06,3.06,2.85,2.87,2.87,3.09,332,498197,1455836.00,,INE251H01024,15-Apr-20,,
532710,SADBHAV ENGG,A ,Q,27.65,27.65,27.65,27.65,27.65,26.35,12,5130,141844.00,,INE226H01026,15-Apr-20,,
532712,REL COM LTD ,B ,Q,0.73,0.73,0.69,0.71,0.71,0.72,842,5593328,3962733.00,,INE330H01018,15-Apr-20,,
532713,SAKUMA EXPO ,B ,Q,5.35,5.70,5.00,5.31,5.30,5.19,431,11687,63222.00,,INE190H01024,15-Apr-20,,
532714,KEC INTERN  ,A ,Q,158.20,172.00,157.85,164.10,164.10,157.05,4480,100985,16844331.00,,INE389H01022,15-Apr-20,,
532716,GILLA ARBUT ,B ,Q,21.50,24.00,21.10,21.10,21.10,20.00,50,1785,38880.00,,INE047B01011,15-Apr-20,,
532717,INDOTECHTR  ,B ,Q,92.00,92.00,80.00,83.05,83.05,84.05,5,145,13234.00,,INE332H01014,15-Apr-20,,
532719,BL KASHYAP  ,T ,Q,5.26,5.26,4.80,5.26,5.26,5.01,6,659,3419.00,,INE350H01032,15-Apr-20,,
532720,M&M FINANSER,A ,Q,154.20,168.45,153.35,155.65,155.65,154.20,5386,265590,42990106.00,,INE774D01024,15-Apr-20,,
532721,VISA STEEL  ,B ,Q,3.75,4.26,3.71,4.26,4.26,3.55,33,1252,4896.00,,INE286H01012,15-Apr-20,,
532722,NITCO TILES ,B ,Q,17.45,17.65,17.00,17.49,17.49,16.85,54,10145,176903.00,,INE858F01012,15-Apr-20,,
532725,SOLAR IND   ,A ,Q,920.90,920.90,893.00,899.25,899.25,907.25,32,138,123617.00,,INE343H01029,15-Apr-20,,
532726,GALLAN METAL,B ,Q,23.20,23.95,22.30,22.95,22.90,22.90,69,3795,89045.00,,INE297H01019,15-Apr-20,,
532728,MALU PAPER  ,B ,Q,30.25,31.05,28.55,29.60,29.70,31.20,93,5183,154836.00,,INE383H01017,15-Apr-20,,
532729,UTTAM SUGAR ,B ,Q,63.95,66.10,61.00,63.75,63.75,63.25,116,3067,195850.00,,INE786F01031,15-Apr-20,,
532730,STL GLOBAL  ,B ,Q,6.05,6.40,5.73,6.07,5.76,6.10,15,2448,14941.00,,INE353H01010,15-Apr-20,,
532732,KEWAL KIRAN ,B ,Q,743.00,744.95,730.10,739.75,740.40,727.60,37,148,109454.00,,INE401H01017,15-Apr-20,,
532733,SUN TVNET   ,A ,Q,347.10,357.40,342.30,349.45,349.45,347.10,2830,81233,28401463.00,,INE424H01027,15-Apr-20,,
532734,GODAWARI POW,B ,Q,125.50,127.20,122.45,124.80,124.80,121.15,672,11720,1477281.00,,INE177H01013,15-Apr-20,,
532735,RSYSTEMINT  ,B ,Q,83.50,84.00,80.15,81.40,82.50,83.50,472,8615,704610.00,,INE411H01032,15-Apr-20,,
532740,LOKESH MACH ,B ,Q,17.50,17.50,16.15,16.55,17.00,16.50,42,2177,36828.00,,INE397H01017,15-Apr-20,,
532741,KAMDHENU    ,B ,Q,52.00,55.00,52.00,52.70,52.60,52.00,173,5927,315631.00,,INE390H01012,15-Apr-20,,
532742,PAUSHAK LTD ,X ,Q,1961.50,2289.40,1914.95,1950.70,1970.00,2002.05,259,1780,3625816.00,,INE111F01016,15-Apr-20,,
532744,GTN TEXTILE ,T ,Q,7.17,7.17,7.17,7.17,7.17,7.54,1,51,365.00,,INE302H01017,15-Apr-20,,
532745,INDICAP     ,X ,Q,28.65,28.65,26.35,28.60,28.65,27.30,62,11723,329166.00,,INE347H01012,15-Apr-20,,
532746,UNITY INFRA ,Z ,Q,0.31,0.31,0.31,0.31,0.31,0.31,1,400,124.00,,INE466H01028,15-Apr-20,,
532748,PRIME FOCUS ,B ,Q,26.90,28.35,26.90,27.75,27.75,26.75,11,188,5102.00,,INE367G01038,15-Apr-20,,
532749,ALLCARGO    ,B ,Q,69.00,74.00,69.00,72.20,72.25,68.65,409,17954,1296086.00,,INE418H01029,15-Apr-20,,
532751,EASUNREYRL  ,Z ,Q,1.85,1.85,1.85,1.85,1.85,1.80,1,300,555.00,,INE268C01029,15-Apr-20,,
532754,GMR INFRASTR,A ,Q,17.10,17.75,16.90,17.10,16.95,16.75,3982,569060,9846154.00,,INE776C01039,15-Apr-20,,
532755,TECH MAH    ,A ,Q,527.50,548.50,527.50,538.05,537.05,527.15,3692,1827169,981880338.00,,INE669C01036,15-Apr-20,,
532756,MAHINDCIE   ,A ,Q,74.50,75.30,73.15,73.95,73.20,71.75,242,4817,360372.00,,INE536H01010,15-Apr-20,,
532757,VOLTAMP TRAN,B ,Q,931.00,931.00,880.00,886.05,880.00,897.00,92,332,305365.00,,INE540H01012,15-Apr-20,,
532759,ATLANTA     ,B ,Q,3.46,3.46,3.46,3.46,3.46,3.30,47,1250,4325.00,,INE285H01022,15-Apr-20,,
532760,DEEP INDS   ,B ,Q,57.55,67.50,57.50,63.25,67.50,58.35,275,2990,184271.00,,INE677H01012,15-Apr-20,,
532761,HOV SERVICES,B ,Q,33.95,34.95,30.40,32.10,31.35,31.80,92,4966,169131.00,,INE596H01014,15-Apr-20,,
532762,ACTION CONST,B ,Q,37.85,40.65,36.70,37.85,38.20,36.25,645,37558,1464596.00,,INE731H01025,15-Apr-20,,
532764,GEECEE      ,B ,Q,53.50,56.25,52.75,53.95,54.05,53.70,21,1433,77570.00,,INE916G01016,15-Apr-20,,
532767,GAYATRI PROJ,B ,Q,9.39,9.39,8.59,8.59,8.59,9.04,264,494338,4258532.00,,INE336H01023,15-Apr-20,,
532768,FIEM INDS   ,B ,Q,280.05,306.00,280.00,285.95,286.40,287.00,70,616,182709.00,,INE737H01014,15-Apr-20,,
532771,JHS SVEN    ,B ,Q,9.39,9.78,8.93,9.32,9.32,9.39,45,12391,117362.00,,INE544H01014,15-Apr-20,,
532772,DCBBANK     ,A ,Q,87.00,87.45,84.00,86.55,86.45,82.70,1191,29536,2554483.00,,INE503A01015,15-Apr-20,,
532773,GLOBAL VECT ,B ,Q,43.90,44.95,40.05,42.30,42.65,43.60,63,497,21342.00,,INE792H01019,15-Apr-20,,
532774,INSPIRISYS  ,B ,Q,17.05,22.00,17.00,18.80,18.80,18.35,19,6225,123290.00,,INE020G01017,15-Apr-20,,
532775,GTL INFRAST ,T ,Q,0.24,0.25,0.23,0.24,0.24,0.24,147,1256634,301106.00,,INE221H01019,15-Apr-20,,
532776,SHIVAM AUTO ,B ,Q,12.15,12.35,11.85,12.12,12.12,11.84,56,2705,32796.00,,INE637H01024,15-Apr-20,,
532777,INFO EDGE   ,A ,Q,2212.15,2398.00,2209.40,2364.85,2398.00,2162.25,2430,23633,55598723.00,,INE663F01024,15-Apr-20,,
532779,TORNT POWER ,A ,Q,294.00,314.00,292.60,297.40,295.05,291.25,8243,298157,90394971.00,,INE813H01021,15-Apr-20,,
532780,PARSVNATH   ,B ,Q,1.70,1.70,1.60,1.70,1.70,1.62,17,19017,31829.00,,INE561H01026,15-Apr-20,,
532782,SUTLEJ TEXT ,B ,Q,22.60,23.20,22.20,22.50,22.50,21.50,34,191,4317.00,,INE645H01027,15-Apr-20,,
532783,DAAWAT      ,B ,Q,22.90,23.65,22.25,22.35,22.35,22.75,535,62677,1432840.00,,INE818H01020,15-Apr-20,,
532784,SOBHA       ,A ,Q,184.40,193.60,184.40,193.60,193.60,184.40,775,227002,43901699.00,,INE671H01015,15-Apr-20,,
532785,RUCHIRA PAP ,B ,Q,44.50,46.00,42.30,42.30,42.30,44.50,179,7256,317970.00,,INE803H01014,15-Apr-20,,
532790,TANLA       ,B ,Q,51.30,53.85,50.85,52.95,53.00,51.30,539,37650,2017835.00,,INE483C01032,15-Apr-20,,
532794,ZEEMEDIA    ,T ,Q,4.76,4.97,4.72,4.92,4.97,4.74,265,156481,772211.00,,INE966H01019,15-Apr-20,,
532795,SITINET     ,B ,Q,0.64,0.70,0.63,0.70,0.70,0.64,65,943759,644699.00,,INE965H01011,15-Apr-20,,
532796,LUMAX TECH  ,B ,Q,67.30,71.65,66.00,67.15,67.05,65.55,225,4552,312133.00,,INE872H01027,15-Apr-20,,
532798,NTWK MED INV,B ,Q,19.60,19.85,18.10,18.80,18.95,19.15,384,42689,816853.00,,INE870H01013,15-Apr-20,,
532799,HUBTOWN     ,B ,Q,9.15,9.71,8.82,8.82,8.82,8.86,36,1281,11754.00,,INE703H01016,15-Apr-20,,
532800,TV18BRDCST  ,A ,Q,16.20,16.75,15.55,15.70,15.70,15.80,373,163980,2659608.00,,INE886H01027,15-Apr-20,,
532801,CAMBRIDGE   ,B ,Q,18.68,19.89,18.68,18.69,18.68,18.09,55,506,9459.00,,INE627H01017,15-Apr-20,,
532804,TECHNOCRAFT ,B ,Q,215.00,225.60,212.50,217.65,214.00,208.75,77,602,132178.00,,INE545H01011,15-Apr-20,,
532805,REDINGTON   ,A ,Q,80.35,81.55,78.05,78.25,78.30,78.10,164,4290,342337.00,,INE891D01026,15-Apr-20,,
532806,AI CHAMPDNY ,XT,Q,8.08,8.08,8.08,8.08,8.08,7.99,3,182,1470.00,,INE768E01024,15-Apr-20,,
532807,CINELINE    ,B ,Q,21.95,23.25,21.65,22.00,22.60,20.45,27,1180,26290.00,,INE704H01022,15-Apr-20,,
532808,PGIL        ,B ,Q,102.00,104.25,100.00,104.25,104.25,102.75,11,2039,204040.00,,INE940H01014,15-Apr-20,,
532809,FSL         ,A ,Q,33.50,35.45,33.50,34.80,34.80,33.30,1107,109270,3780810.00,,INE684F01012,15-Apr-20,,
532810,POWER FINAN ,A ,Q,88.25,91.75,86.75,88.55,88.55,88.25,1702,241320,21558045.00,,INE134E01011,15-Apr-20,,
532811,AHLUWALIA CO,B ,Q,158.60,169.90,158.60,164.00,158.65,158.55,7,233,38128.00,,INE758C01029,15-Apr-20,,
532812,TRANSWARRANT,B ,Q,2.91,2.91,2.90,2.90,2.90,2.65,10,2600,7541.00,,INE804H01012,15-Apr-20,,
532814,INDIAN BANK ,A ,Q,46.50,47.45,45.40,45.80,45.95,45.95,1653,131397,6111108.00,,INE562A01011,15-Apr-20,,
532815,SMS PHARMACE,B ,Q,33.70,37.45,33.20,35.30,35.85,33.65,1181,43850,1569040.00,,INE812G01025,15-Apr-20,,
